Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,К1
1,1,0,1,1,0,None,None,None,None
2,1,1,1,1,1,1,None,None,None
3,None,None,None,None,None,None,None,None,None
4,1,1,1,1,1,0,1,None,None
5,1,1,1,1,1,1,1,1,None
6,1,1,1,1,1,None,None,None,None
7,1,1,1,1,1,1,1,1,None
8,1,1,1,1,1,0,1,1,None
9,1,1,1,1,1,1,0,None,None
10,1,1,1,1,1,1,0,None,None
11,None,None,None,None,None,None,None,None,None
12,1,1,1,1,0,1,None,None,None
13,None,None,None,None,None,None,None,None,None
14,1,1,1,1,1,0,None,None,None
15,1,1,1,1,1,1,1,1,None
16,1,1,1,1,1,1,None,None,None
17,1,1,1,1,None,None,None,None,None
18,1,1,1,1,1,1,None,None,None
19,1,1,1,1,0,0,1,0,None
20,1,1,1,1,1,1,1,1,None
21,1,1,1,1,1,1,1,1,None
22,1,1,1,1,1,1,1,None,None
23,None,None,None,None,None,None,None,None,None
24,1,1,1,1,1,None,1,None,None
25,1,1,1,1,1,1,1,1,None
26,1,1,1,1,1,1,1,None,None
27,1,1,1,1,1,1,1,None,None
28,1,1,1,1,0,None,None,None,None
29,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None,None
32,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None
Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,В10
1,1,None,None,None,None,None,None,None,None
2,1,1,1,1,1,1,None,0,None
3,1,1,1,1,1,0,None,None,None
4,1,1,1,1,1,1,1,1,None
5,0,0,None,1,None,None,None,None,None
6,1,1,1,1,1,1,0,None,None
7,1,1,1,1,None,None,None,None,None
8,1,1,1,1,None,None,None,None,None
9,None,None,None,None,None,None,None,None,None
10,1,1,1,1,None,1,None,None,None
11,None,None,None,None,None,None,None,None,None
12,None,None,None,None,None,None,None,None,None
13,1,1,1,1,1,1,1,1,None
14,None,None,None,None,None,None,None,None,None
15,1,1,1,1,1,1,1,None,None
16,None,0,1,1,None,None,None,None,None
17,1,1,1,1,1,1,0,1,None
18,1,1,1,1,1,1,1,None,None
19,1,1,1,1,1,1,1,1,None
20,1,1,1,1,1,1,None,None,None
21,1,1,1,1,0,0,None,None,None
22,None,None,None,None,None,None,None,None,None
23,1,1,1,1,1,0,None,None,None
24,1,1,1,1,0,1,None,None,None
25,1,1,1,1,None,None,None,None,None
26,None,None,None,None,None,None,None,None,None
27,None,None,None,None,None,None,None,None,None
28,None,None,None,None,None,None,None,None,None
29,1,1,1,1,1,0,None,None,None
30,1,1,1,1,0,1,None,None,None
31,0,1,1,None,None,None,None,None,None
32,1,1,1,1,1,1,None,None,None
33,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None
Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,В11
1,1,1,1,1,None,None,None,None,None
2,None,None,None,None,None,None,None,None,None
3,None,None,None,None,None,None,None,None,None
4,1,1,1,1,1,1,1,1,None
5,None,None,None,None,None,None,None,None,None
6,1,1,1,1,1,0,0,None,None
7,None,None,None,None,None,None,None,None,None
8,None,None,None,None,None,None,None,None,None
9,1,1,1,1,1,1,1,1,None
10,None,None,None,None,None,None,None,None,None
11,1,0,0,1,None,None,None,None,None
12,None,None,None,None,None,None,None,None,None
13,None,None,None,None,None,None,None,None,None
14,1,1,1,1,0,None,None,1,None
15,None,None,None,None,None,None,None,0,None
16,1,1,1,1,1,1,1,1,None
17,None,None,None,None,None,None,None,None,None
18,None,1,1,1,None,None,None,None,None
19,1,1,1,1,None,None,None,None,None
20,None,None,None,None,None,None,None,None,None
21,1,1,1,1,None,None,None,None,None
22,None,None,None,None,None,None,None,None,None
23,None,None,None,None,None,None,None,None,None
24,None,None,None,None,None,None,None,None,None
25,1,1,1,0,None,None,None,None,None
26,None,None,None,None,None,None,None,None,None
27,1,1,1,1,1,1,1,0,None
28,None,None,None,None,None,None,None,None,None
29,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None,None
32,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None
Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,В12
1,None,None,None,None,None,None,None,None,None
2,None,None,None,None,None,None,None,None,None
3,None,None,None,None,None,None,None,None,None
4,None,None,None,None,None,None,None,None,None
5,None,None,None,None,None,None,None,None,None
6,None,None,None,None,None,None,None,None,None
7,None,None,None,None,None,None,None,None,None
8,None,None,None,None,None,None,None,None,None
9,None,None,None,None,None,None,None,None,None
10,None,None,None,None,None,None,None,None,None
11,None,None,None,None,None,None,None,None,None
12,None,None,None,None,None,None,0,None,None
13,None,None,None,None,None,None,None,None,None
14,None,None,None,None,None,None,None,None,None
15,None,None,None,None,None,None,None,None,None
16,None,None,None,None,None,None,None,None,None
17,None,None,None,None,None,None,None,None,None
18,None,None,None,None,None,None,None,None,None
19,None,None,None,None,None,None,None,None,None
20,None,None,None,None,None,None,None,None,None
21,None,None,None,None,None,None,None,None,None
22,None,None,None,None,None,None,None,None,None
23,None,None,None,None,None,None,None,None,None
24,None,None,None,None,None,None,None,None,None
25,None,None,None,None,None,None,None,None,None
26,None,None,None,None,None,None,None,None,None
27,None,None,None,None,None,None,None,None,None
28,None,None,None,None,None,None,None,None,None
29,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None,None
32,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None
Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,В13
1,1,1,1,1,1,1,1,1,None
2,None,None,None,None,None,None,None,None,None
3,None,None,None,None,None,None,None,None,None
4,1,0,1,1,None,None,None,None,None
5,1,1,1,1,1,1,0,None,None
6,None,None,None,None,None,None,None,None,None
7,1,1,1,1,1,1,1,1,None
8,None,None,None,None,None,None,None,None,None
9,None,None,None,None,None,None,None,None,None
10,1,1,1,1,1,1,1,None,None
11,1,1,1,1,1,1,1,1,None
12,1,1,1,1,1,1,None,None,None
13,None,None,None,None,None,None,None,None,None
14,None,None,None,None,None,None,None,None,None
15,1,1,1,1,1,1,1,1,None
16,1,1,1,1,1,1,1,1,None
17,None,None,None,None,None,None,None,None,None
18,1,1,1,1,1,1,1,1,None
19,1,1,1,1,1,1,1,None,None
20,None,None,None,None,None,None,None,None,None
21,None,None,None,None,None,None,None,None,None
22,None,None,None,None,None,None,None,None,None
23,None,None,None,None,None,None,None,None,None
24,None,None,None,None,None,None,None,None,None
25,None,None,None,None,None,None,None,None,None
26,None,None,None,None,None,None,None,None,None
27,None,None,None,None,None,None,None,None,None
28,None,None,None,None,None,None,None,None,None
29,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None,None
32,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None
Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,М1
1,1,1,1,1,1,1,1,1,None
2,None,None,None,None,None,None,None,1,None
3,1,1,1,1,1,1,1,1,None
4,1,1,1,1,1,1,1,1,None
5,None,None,None,None,None,None,None,None,None
6,1,1,1,1,1,1,1,1,None
7,1,1,1,1,1,1,1,1,None
8,1,1,1,1,1,1,1,None,None
9,None,None,None,None,None,None,None,None,None
10,1,1,1,1,1,1,1,1,None
11,1,1,1,1,None,None,None,None,None
12,1,1,1,1,1,1,1,1,None
13,None,None,None,None,None,None,None,None,None
14,1,1,1,1,1,1,1,1,None
15,1,1,1,1,0,0,None,None,None
16,1,1,1,1,1,1,1,1,None
17,1,1,1,1,1,1,1,None,None
18,1,1,1,1,1,0,1,None,None
19,None,None,None,None,None,None,None,None,None
20,1,1,1,1,1,1,1,1,None
21,1,1,1,1,1,1,1,None,None
22,1,1,1,1,1,1,1,1,None
23,1,1,1,1,1,1,1,None,None
24,None,None,None,None,None,None,None,None,None
25,None,None,None,None,None,None,None,None,None
26,None,None,None,None,None,None,None,None,None
27,None,None,None,None,None,None,None,None,None
28,None,None,None,None,None,None,None,None,None
29,None,None,None,None,None,None,None,None,None
30,0,None,None,None,None,0,None,None,None
31,0,None,None,None,0,0,0,None,None
32,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,0,None,None
36,None,None,None,None,None,None,0,None,None
37,None,None,None,None,None,None,0,None,None
38,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None
Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,М2
1,1,1,1,1,1,1,1,None,None
2,1,1,1,1,1,1,1,None,None
3,None,None,None,None,None,None,None,None,None
4,1,0,1,1,1,1,1,None,None
5,1,1,1,1,1,1,1,None,None
6,1,1,1,1,None,None,None,None,None
7,None,None,None,None,None,None,None,None,None
8,1,1,1,1,1,1,1,None,None
9,1,1,1,1,1,1,1,None,None
10,1,1,1,1,1,1,1,None,None
11,1,1,1,1,1,1,None,None,None
12,None,None,None,None,None,None,None,None,None
13,1,1,1,1,1,1,1,None,None
14,None,None,None,None,None,None,None,None,None
15,0,1,1,1,1,1,None,None,None
16,1,1,1,1,None,None,None,None,None
17,1,1,1,1,1,1,None,None,None
18,1,1,1,1,None,None,None,None,None
19,1,0,1,1,None,None,None,None,None
20,None,None,None,None,None,None,None,None,None
21,None,None,None,None,None,None,None,None,None
22,None,None,None,None,None,None,None,None,None
23,None,None,None,None,None,None,None,None,None
24,None,None,None,None,None,None,None,None,None
25,None,None,None,None,None,None,None,None,None
26,None,None,None,None,None,None,None,None,None
27,None,None,None,None,None,None,None,None,None
28,None,None,None,None,None,None,None,None,None
29,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None,None
32,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None
40,0,0,0,0,0,0,0,None,None
Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,Н1
1,1,1,1,1,1,1,1,1,None
2,1,1,1,1,1,1,1,None,None
3,1,1,1,1,1,1,1,1,None
4,1,1,1,1,1,1,1,1,None
5,1,1,1,1,1,1,None,None,None
6,1,1,1,1,1,1,1,1,None
7,1,1,1,1,1,1,1,1,None
8,1,1,1,1,1,1,1,1,None
9,1,1,1,1,1,1,1,1,None
10,1,1,1,1,1,1,1,1,None
11,1,1,1,1,1,1,1,None,None
12,1,1,1,1,1,1,1,1,None
13,1,1,1,1,1,1,1,1,None
14,1,1,1,1,1,1,1,1,None
15,1,1,1,1,1,1,1,0,None
16,1,1,1,1,1,1,1,None,None
17,1,1,1,1,1,1,1,None,None
18,1,1,1,1,1,1,1,1,None
19,1,1,1,1,1,1,1,1,None
20,1,1,1,1,1,1,1,1,None
21,1,1,1,1,1,1,1,1,None
22,1,1,1,1,1,1,1,None,None
23,1,1,1,1,1,1,1,None,None
24,1,1,1,1,1,1,1,1,None
25,1,1,1,1,1,1,1,None,None
26,1,1,0,1,0,0,0,None,None
27,1,1,1,1,1,1,1,1,None
28,1,1,1,1,1,1,1,1,None
29,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None,None
32,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None
Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,Н2
1,1,1,1,1,1,1,None,None,None
2,None,None,None,None,None,None,None,None,None
3,1,1,1,1,None,None,None,None,None
4,1,1,1,1,1,1,None,None,None
5,1,1,1,1,1,1,None,None,None
6,1,1,1,1,1,1,1,1,None
7,1,1,1,1,1,1,None,None,None
8,None,None,None,None,None,None,None,None,None
9,1,1,1,1,1,1,1,1,None
10,1,1,1,1,1,1,1,1,None
11,None,None,None,None,None,None,None,None,None
12,1,1,1,1,1,1,1,None,None
13,None,None,None,None,0,0,0,None,None
14,1,1,1,1,1,1,1,1,None
15,1,1,1,1,1,0,None,None,None
16,None,None,None,None,None,None,None,None,None
17,None,None,None,None,None,None,None,None,None
18,1,1,1,1,1,None,None,None,None
19,1,1,1,1,0,0,None,None,None
20,1,1,1,1,1,1,None,None,None
21,1,1,1,1,1,1,1,1,None
22,1,1,1,1,1,1,None,None,None
23,None,None,None,None,None,None,None,None,None
24,1,1,1,1,1,1,1,None,None
25,1,1,1,1,1,1,None,None,None
26,1,1,1,1,1,1,1,None,None
27,None,None,None,None,None,None,None,None,None
28,1,1,1,1,1,1,0,0,None
29,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None,None
32,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None
Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,Н3
1,None,None,None,None,None,None,None,None,None
2,1,1,1,1,1,1,None,None,None
3,None,None,None,None,None,None,None,None,None
4,None,None,None,None,None,None,None,None,None
5,None,None,None,None,None,None,None,None,None
6,1,1,1,1,None,None,None,None,None
7,1,1,1,1,1,1,1,None,None
8,None,None,None,None,None,None,None,None,None
9,None,None,None,None,None,None,None,None,None
10,None,None,None,None,None,None,None,None,None
11,None,None,None,None,None,None,None,None,None
12,None,1,None,1,1,1,1,None,None
13,1,1,1,1,1,1,None,None,None
14,1,1,1,1,1,1,None,None,None
15,None,None,None,None,None,None,None,None,None
16,1,1,1,1,1,1,1,1,None
17,None,None,None,None,None,None,None,None,None
18,1,1,1,1,0,None,None,None,None
19,None,None,None,None,None,None,None,None,None
20,None,None,None,None,None,None,None,None,None
21,None,None,None,None,None,None,None,None,None
22,None,None,None,None,None,None,None,None,None
23,1,1,1,1,1,1,1,1,None
24,1,1,1,1,1,1,None,None,None
25,None,None,None,None,None,None,None,None,None
26,None,None,None,None,None,None,None,None,None
27,None,None,None,None,None,None,None,None,None
28,None,None,None,None,None,None,None,None,None
29,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None,None
32,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None
Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,Н4
1,1,1,1,1,1,1,1,1,None
2,1,1,1,1,1,1,1,1,None
3,1,1,1,1,1,1,1,1,None
4,1,1,1,1,None,None,None,None,None
5,1,0,0,1,None,None,None,None,None
6,1,1,1,1,1,1,0,None,None
7,1,1,1,1,1,1,1,1,None
8,1,1,1,1,None,None,None,None,None
9,1,1,1,1,1,1,1,1,None
10,None,None,None,None,None,None,None,None,None
11,1,1,1,1,1,0,1,None,None
12,1,1,1,1,1,1,1,None,None
13,1,1,1,1,1,1,1,1,None
14,1,1,1,1,1,1,1,1,None
15,1,1,1,1,1,1,1,None,None
16,1,1,1,1,1,1,None,None,None
17,1,1,1,1,None,None,None,None,None
18,1,1,None,1,None,None,None,None,None
19,1,1,1,1,None,None,None,None,None
20,1,1,1,1,1,None,None,None,None
21,1,None,None,None,None,None,None,None,None
22,1,1,1,1,1,1,1,1,None
23,1,1,1,1,1,1,1,1,None
24,None,None,None,None,None,None,None,None,None
25,None,None,None,None,None,None,None,None,None
26,None,None,None,None,None,None,None,None,None
27,None,None,None,None,None,None,None,None,None
28,None,None,None,None,None,None,None,None,None
29,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None,None
32,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None
Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,Н5
1,1,1,1,1,1,1,1,None,None
2,1,1,1,1,1,1,1,None,None
3,None,0,1,1,None,None,None,None,None
4,1,1,1,1,1,1,1,1,None
5,1,1,1,1,1,1,1,1,None
6,1,1,1,1,1,1,1,None,None
7,1,1,1,1,1,1,1,None,None
8,1,1,1,1,1,1,0,1,None
9,0,0,0,None,None,None,None,None,None
10,1,1,1,1,1,1,1,1,None
11,1,1,1,1,1,1,1,1,None
12,1,1,1,1,1,1,1,1,None
13,1,1,1,1,1,1,1,1,None
14,1,1,1,1,1,1,1,1,None
15,1,1,1,1,1,1,1,1,None
16,1,1,1,1,1,1,None,None,None
17,1,1,1,1,1,1,1,1,None
18,1,1,1,1,1,1,1,1,None
19,1,1,1,1,1,1,1,0,None
20,1,1,1,1,1,1,1,1,None
21,1,1,1,1,1,1,1,1,None
22,1,1,1,1,1,1,1,1,None
23,1,1,1,1,1,1,1,1,None
24,1,1,1,1,1,1,1,1,None
25,1,1,1,1,1,1,1,1,None
26,1,1,1,1,1,1,1,None,None
27,None,None,None,None,None,None,None,None,None
28,None,None,None,None,None,None,None,None,None
29,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None,None
32,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None
Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,Н6
1,1,None,None,None,None,None,None,None,None
2,None,None,None,None,None,None,None,None,None
3,1,1,1,1,None,None,None,None,None
4,1,1,1,1,1,1,1,1,None
5,None,None,None,None,None,None,None,None,None
6,None,None,None,None,None,None,None,None,None
7,1,1,1,1,1,1,1,None,None
8,1,1,1,1,1,0,None,None,None
9,1,1,1,1,1,1,None,None,None
10,1,1,1,1,1,1,1,None,None
11,None,None,None,None,None,None,None,None,None
12,1,1,None,1,1,0,None,None,None
13,None,None,None,None,None,None,None,None,None
14,1,1,1,1,1,1,1,1,None
15,1,1,1,1,1,0,0,None,None
16,1,1,1,1,0,0,None,None,None
17,1,1,1,1,1,1,1,1,None
18,1,1,1,1,1,1,0,None,None
19,1,1,1,1,1,1,0,0,None
20,1,1,1,1,1,None,0,None,None
21,None,None,None,None,None,None,None,None,None
22,1,1,1,1,1,1,None,None,None
23,1,1,1,1,1,1,1,1,None
24,1,1,1,1,1,1,1,1,None
25,1,1,1,1,1,1,1,1,None
26,1,1,1,1,1,1,1,1,None
27,1,1,1,1,1,1,1,None,None
28,1,1,1,1,1,1,1,None,None
29,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None,None
32,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None
Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,Н7
1,1,1,1,1,1,1,1,None,None
2,1,1,1,1,1,1,1,1,None
3,1,1,1,0,None,None,None,None,None
4,1,1,1,1,1,1,1,None,None
5,1,1,0,1,None,None,None,None,None
6,1,1,1,1,1,1,1,None,None
7,1,1,1,1,None,1,None,None,None
8,1,1,1,1,None,None,None,None,None
9,1,1,1,0,None,None,None,None,None
10,1,1,1,1,1,1,1,None,None
11,1,1,None,None,None,None,None,None,None
12,1,1,1,1,1,0,None,None,None
13,1,1,1,1,0,None,None,None,None
14,1,1,1,1,1,1,1,1,None
15,1,1,1,1,None,None,None,None,None
16,1,1,1,1,1,None,0,None,None
17,1,1,1,1,1,1,None,None,None
18,1,1,1,1,1,1,0,None,None
19,1,1,1,1,1,1,1,None,None
20,0,1,1,1,0,1,None,None,None
21,1,1,1,1,1,1,0,None,None
22,1,1,1,1,1,1,1,None,None
23,1,1,1,1,1,1,1,1,None
24,1,1,1,1,None,None,None,None,None
25,1,1,1,1,None,None,None,None,None
26,None,None,None,None,None,None,None,None,None
27,1,1,1,1,1,None,None,None,None
28,1,1,1,1,0,None,None,None,None
29,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None,None
32,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None
Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,Н8
1,1,1,1,1,None,None,None,None,None
2,None,None,None,None,None,None,None,None,None
3,None,1,None,1,1,1,1,None,None
4,1,1,1,1,1,1,1,1,None
5,None,None,None,None,None,None,None,None,None
6,1,1,1,1,1,1,1,1,None
7,1,1,1,1,None,None,None,None,None
8,None,None,None,None,None,None,None,None,None
9,None,None,None,None,None,None,None,None,None
10,None,None,None,None,None,None,None,None,None
11,None,None,None,None,None,None,None,None,None
12,None,None,None,None,None,None,None,None,None
13,None,None,None,None,None,None,None,None,None
14,None,None,None,None,None,None,None,None,None
15,None,None,None,None,None,None,None,None,None
16,None,None,None,None,None,None,None,None,None
17,1,1,1,1,1,1,1,1,None
18,None,None,None,None,None,None,None,None,None
19,None,1,None,1,None,None,None,None,None
20,None,None,None,None,None,None,None,None,None
21,None,None,None,None,None,None,None,None,None
22,None,None,None,None,None,None,None,None,None
23,None,None,None,None,None,None,None,None,None
24,None,None,None,None,None,None,None,None,None
25,None,None,None,None,None,None,None,None,None
26,None,None,None,None,None,None,None,None,None
27,None,None,None,None,None,None,None,None,None
28,None,None,None,None,None,None,None,None,None
29,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None,None
32,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None
Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,Н9
1,None,None,None,None,None,None,None,None,None
2,None,None,None,None,None,None,None,None,None
3,None,None,None,None,None,None,None,None,None
4,None,None,None,None,None,None,None,None,None
5,None,None,None,None,None,None,None,None,None
6,None,None,None,None,None,None,None,None,None
7,None,None,None,None,None,None,None,None,None
8,None,None,None,None,None,None,None,None,None
9,None,None,None,None,None,None,None,None,None
10,None,None,None,None,None,None,None,None,None
11,None,None,None,None,None,None,None,None,None
12,None,None,None,None,None,None,None,None,None
13,None,None,None,None,None,None,None,None,None
14,None,None,None,None,None,None,None,None,None
15,None,None,None,None,None,None,None,None,None
16,None,None,None,None,None,None,None,None,None
17,None,None,None,None,None,None,None,None,None
18,None,None,None,None,None,None,None,None,None
19,None,None,None,None,None,None,None,None,None
20,None,None,None,None,None,None,None,None,None
21,None,None,None,None,None,None,None,None,None
22,None,None,None,None,None,None,None,None,None
23,None,None,None,None,None,None,None,None,None
24,None,None,None,None,None,None,None,None,None
25,None,None,None,None,None,None,None,None,None
26,None,None,None,None,None,None,None,None,None
27,None,None,None,None,None,None,None,None,None
28,None,None,None,None,None,None,None,None,None
29,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None,None
32,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None
Вариант,1.1,1.2,1.3,1.4,2.1,2.2,2.3,3.1,3.2,Н10
1,1,1,1,1,None,None,None,None,None
2,1,1,1,1,1,1,1,None,None
3,None,None,None,None,None,None,None,None,None
4,1,1,1,1,1,1,1,1,None
5,1,1,1,1,None,None,None,None,None
6,1,1,1,1,None,None,None,None,None
7,1,1,1,1,None,None,None,None,None
8,1,1,1,1,1,1,None,None,None
9,1,1,1,1,1,1,1,1,None
10,1,1,1,1,1,1,None,None,None
11,1,1,1,1,1,1,None,None,None
12,1,1,1,1,1,1,1,None,None
13,1,1,1,1,1,1,None,None,None
14,None,None,None,None,None,None,None,None,None
15,None,None,None,None,None,None,None,None,None
16,None,None,None,None,None,None,None,None,None
17,1,1,1,1,1,1,1,1,None
18,None,None,None,None,None,None,None,None,None
19,1,1,1,1,1,1,1,1,None
20,0,1,1,1,1,1,None,None,None
21,1,1,1,1,1,1,1,None,None
22,1,1,1,1,None,None,None,None,None
